objid,ra,dec,is_star,flux_r_nmgy,color_ug,color_gr,color_ri,color_iz,gal_frac_dev,gal_axis_ratio,gal_radius_px,gal_angle_deg,log_flux_r
8647474692482204160,0.515754470444248,0.517092236369104,true,1.714405750625518,0.9443767574534764,0.340630149487883,0.14783296539185206,0.0732356607947314,,,,,0.5390665194795361
8647474692482204836,0.586802264246157,0.495121978920582,true,1.3546751332184164,,1.4341069427424382,0.9290093127666398,0.5481005991807071,,,,,0.30356167150371
8647474692482204190,0.520441713155489,0.598823793540483,true,4.158345357696217,1.0053711654500497,0.29247066228054025,0.10079357456795315,0.037430665357504736,,,,,1.4251172445956448
8647474692482204065,0.484912870652139,0.539985986244229,false,8.309092846714547,0.5986396850177579,0.9006426154975229,0.2576674030840742,0.23633310489254655,0.0,0.9392721056938172,2.4862172025622744,131.609619140625,2.1173504388549236
8647474692482204575,0.526739025132867,0.521298984393033,false,3.2579889993798674,0.7596445504804457,1.0137850644967914,0.30331532030879194,0.26876482772608157,0.4483536183834076,0.8409510850906372,0.9954140493364044,99.8118667602539,1.1811101336793302
8647474692482204611,0.550534779702778,0.611294452652148,true,2.6015160065149336,,1.5324238728831785,1.6599981975823104,0.9324716579845268,,,,,0.9560943545314967
8647474692482204662,0.59061560651052,0.617988795877353,false,6.148529813922449,1.092602661696432,0.9298985104863626,0.4317541932820248,0.2434477941121588,0.3791983127593994,0.5344223380088806,2.697647219956523,91.0012664794922,1.8162129985935538
8647474692482204807,0.524257411987214,0.530480372282406,false,3.411474931540285,0.5643513643017055,0.9692263096768722,0.7018465829674183,0.35540911456473606,0.16710259020328522,0.8420959711074829,2.9111850743341927,95.26405334472656,1.2271447290242368
8647474692482204930,0.533302196178603,0.624130708685648,false,1.5240868280332536,0.6542828492054034,0.9917997102138372,0.28867086011890913,0.4839448408392327,0.0,0.05000000074505806,1.2859753285995636,50.80413055419922,0.4213954294166114
8647474692482205187,0.491350275020718,0.51764365970594,false,1.851244449593698,0.8824775104600378,1.8882328452502208,0.8936889889295774,0.4252415889704104,0.0,0.6150038838386536,1.8502704121849751,12.944211959838867,0.6158580884015608
8647475121441997534,0.482072314049641,0.417985730638477,true,3.8584032613934465,,1.379341897867666,0.8002445428103266,0.4903334566652188,,,,,1.3502534350432212
8647474692482139130,0.471124977683576,0.590689567510632,false,2.19924454710846,1.1372865638229763,1.7682105894410676,0.7341369700984123,0.41279467087431304,1.0,0.6354833841323853,1.3675266745114567,52.51217269897461,0.7881139137152484
8647474692482203901,0.575220104885513,0.464802896749533,false,38.03094571755744,1.1609313116973228,0.7177637381856166,0.38409869793399926,0.2170815467014488,1.0,0.7203122973442078,1.6991289878132367,152.8042449951172,3.6384001893027436
8647474692482204548,0.510590412244869,0.589500931042507,false,9.06293152595262,2.2285258395625767,1.6002151371420144,0.6242486678047658,0.3697137422726409,0.8881053328514099,0.24314914643764496,1.9020808465553052,92.52076721191406,2.204192635703997
8647474692482205191,0.49376365345604,0.536249893735311,false,1.264783491612404,0.4738295856110299,0.7927977544914263,0.7129683820246164,0.25415718991004904,0.0,0.4911409616470337,1.558887537079628,20.782228469848633,0.23490095465558886
8647474692482204600,0.550848149452047,0.507695695893014,false,1.691799521604017,0.7460508859013664,0.6703006666525538,0.24485915656700696,0.2829137489488105,0.0,0.2912984788417816,1.509100951329626,34.53114700317383,0.5257927681143697
